transaction_id,rule_id,severity,weight,remarks,raw_score,transaction_timestamp,customer_id,customer_account,channel,device_id,amount,currency,is_new_beneficiary,beneficiary_account,entered_beneficiary_name,official_beneficiary_account_name,customer_account_balance
TX-004678,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-01-23T06:00:00+00:00,2176,PL666496397446409950636745,Web,WEB-FIREFOX-76DC57EA,25178.0,EUR,False,DE391816663300117661738364,Chloe Morris-Shaw,Chloe Morris-Shaw,205405.08
TX-004727,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-01-23T10:00:00+00:00,2172,PL024480187168449470770791,Web,WEB-FIREFOX-DD72B6EF,38180.0,EUR,False,DE483770924606634893772981,Józef Ryguła,Józef Ryguła,469101.78
TX-004755,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-01-23T13:00:00+00:00,2357,PL230571835186557602573611,Phone,PHONE-IVR-B2EA8FBE,23858.0,EUR,False,DE593576378622353625997449,Michał Krawczyk,Stefan Grabowski,2851.0
TX-004865,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-01-23T23:00:00+00:00,2144,PL773547436491000062774581,Corporate API,CORPAPI-C87D1BE2,21636.59,EUR,False,DE725354250436355651672746,pani Angelika Rusnak,pani Angelika Rusnak,1474.0
TX-004866,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-01-23T23:00:00+00:00,2153,PL877432429343393800254459,Mobile,MOB-IOS-97BA1EDC,78841.12,EUR,False,DE574836994483984541075209,Laetitia Rossi,Laetitia Rossi,8166.0
TX-005514,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-01-26T00:00:00+00:00,2169,PL406236932244302050764235,Web,WEB-SAFARI-C725BD8C,40824.0,EUR,False,DE073335986169460935413162,Anita Szelest,Anita Szelest,440071.9
TX-005672,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-01-26T11:00:00+00:00,2151,PL772942348226672660532035,Phone,PHONE-IVR-3E2D9493,88554.35,EUR,False,DE250394182466380003469952,Arthur Leclercq,Arthur Leclercq,9311.0
TX-005673,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-01-26T11:00:00+00:00,2178,PL885131245255724680095490,Mobile,MOB-IOS-7D606AFC,33111.0,EUR,False,DE350518721522277185562286,Emil Bilewicz,Emil Bilewicz,252964.64
TX-005708,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-01-26T17:00:00+00:00,2171,PL739326072373000307955375,Web,WEB-CHROME-43F9FA3C,40135.0,EUR,False,DE629514811722072969621525,Célina-Joséphine Lacombe,Célina-Joséphine Lacombe,16336.3
TX-006067,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-01-27T21:00:00+00:00,2145,PL563699576973312653305602,ATM,ATM-DCF5D1AA,141259.32,EUR,False,DE696891466740945367743426,Zacharie Poirier-Boutin,Zacharie Poirier-Boutin,8279.0
TX-006184,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-01-28T03:00:00+00:00,2179,PL549230592248866366472299,Web,WEB-FIREFOX-D28EB501,45468.0,EUR,False,DE606131991981356300531317,Mr Matthew Singh,Mr Matthew Singh,140391.91
TX-006185,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-01-28T03:00:00+00:00,2358,PL969790464057542841469930,Branch,BRANCH-TERM-21F82A9A,34371.0,EUR,False,DE462645039198277428919842,Carlos García,Miguel Fernández,8900.0
TX-006237,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-01-28T06:00:00+00:00,2150,PL432111392973434790146513,Web,WEB-CHROME-0F9FC4D7,156168.6,EUR,False,DE711069178607913537242569,Hans-Dietrich Kambs,Hans-Dietrich Kambs,9211.0
TX-006238,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-01-28T06:00:00+00:00,2162,PL047033670664936677828518,Mobile,MOB-IOS-6F6B90CC,37589.0,EUR,False,DE802635882524695962761595,Krzysztof Siarkiewicz,Krzysztof Siarkiewicz,467578.0
TX-006437,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-01-29T01:00:00+00:00,2163,PL601014091366201198650753,Mobile,MOB-IOS-EFBC9DCD,26965.0,EUR,False,DE326058417526641160212873,Kaja Klaus,Kaja Klaus,213731.93
TX-006650,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-01-29T21:00:00+00:00,2143,PL320082818979241675878343,Mobile,MOB-IOS-344FFDD3,30816.98,EUR,False,DE399246852063662393887534,pan Kacper Łuczkiewicz,pan Kacper Łuczkiewicz,3797.0
TX-006767,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-01-30T04:00:00+00:00,2157,PL100432924818643655529669,Web,WEB-FIREFOX-D4550C73,19759.34,EUR,False,DE969692949601237431270544,Jodie Jones,Jodie Jones,2411.0
TX-007309,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-01T04:00:00+00:00,2175,PL592388399730314781774147,ATM,ATM-B77CFEEE,38913.0,EUR,False,DE484467363552625893634730,Ariane Dowerg B.Sc.,Ariane Dowerg B.Sc.,104404.4
TX-007368,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-01T08:00:00+00:00,2149,PL039820695723147940039363,Mobile,MOB-ANDROID-6C9FDAC3,35666.65,EUR,False,DE415548040323566579373453,Carina Hübel,Carina Hübel,3102.0
TX-007369,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-01T08:00:00+00:00,2173,PL707488594300943850701308,Branch,BRANCH-TERM-FFAB9DF6,22340.0,EUR,False,DE110810485061542963165770,Maike Schleich,Maike Schleich,327039.14
TX-007435,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-01T20:00:00+00:00,2365,PL594351018058429854616174,Mobile,MOB-ANDROID-DAAB5ADE,33352.0,EUR,False,DE349336087822663913308048,Katarzyna Dąbrowska,Ewa Szymańska,9584.0
TX-007605,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-02T07:00:00+00:00,2370,PL664797654325985272211967,Mobile,MOB-ANDROID-C408FDDF,29439.0,EUR,False,DE266024508014086363354982,Dirk van den Berg,Willem de Vries,7188.0
TX-007636,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-02T12:00:00+00:00,2142,PL668779502941102629866381,Corporate API,CORPAPI-DB9D9353,81174.46,EUR,False,DE687302447678837895489261,pan Oliwier Kiełbowicz,pan Oliwier Kiełbowicz,8438.0
TX-007650,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-02T15:00:00+00:00,2141,PL215868398739373909983141,Phone,PHONE-IVR-A7747C58,39708.48,EUR,False,DE274898214766683546567462,Mr Marc Noble,Mr Marc Noble,8207.0
TX-007840,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-03T08:00:00+00:00,2170,PL382979400677121848685731,Mobile,MOB-ANDROID-309CF386,25186.0,EUR,False,DE336076571688531524144836,Frédéric Le Peltier,Frédéric Le Peltier,128960.14
TX-007849,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-03T09:00:00+00:00,2360,PL242291879448478830573750,Web,WEB-FIREFOX-B2EF0EBB,27189.0,EUR,False,DE370126599594305732488150,Hans Mueller,Johann Schmidt,2108.0
TX-007926,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-03T22:00:00+00:00,2147,PL894874101700025648320235,Corporate API,CORPAPI-9DAEC5EC,29274.99,EUR,False,DE433911073753034011918616,pan Paweł Rębiś,pan Paweł Rębiś,1709.0
TX-008087,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-04T12:00:00+00:00,2363,PL558825404319683051152379,Web,WEB-FIREFOX-0B4C6D6A,35739.0,EUR,False,DE959128319901833452083193,Dirk van den Berg,Willem de Vries,6270.0
TX-008334,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-05T12:00:00+00:00,2152,PL330325613548717709504099,Mobile,MOB-IOS-E3CBB7A2,74094.57,EUR,False,DE583960275121305183688285,Luc Toussaint de la Breton,Luc Toussaint de la Breton,6005.0
TX-008344,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-05T16:00:00+00:00,2160,PL799653795656873552028964,Mobile,MOB-IOS-EAB9B2CD,18207.25,EUR,False,DE248575326727759117849415,Ing. Christa-Maria Martin MBA.,Ing. Christa-Maria Martin MBA.,4602.0
TX-008386,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-05T21:00:00+00:00,2161,PL677354211854669922393878,Mobile,MOB-IOS-9DFC0F3B,22677.0,EUR,False,DE231065806842904892974962,Gaja Strycharz,Gaja Strycharz,205515.99
TX-008819,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-07T10:00:00+00:00,2164,PL873597354042894008645321,Mobile,MOB-ANDROID-3900DC03,40345.0,EUR,False,DE209287341654203064621928,Marguerite Descamps du Denis,Marguerite Descamps du Denis,386739.88
TX-008848,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-07T18:00:00+00:00,2361,PL324473981197669950431178,Corporate API,CORPAPI-B3CA924D,21723.0,EUR,False,DE325430411084112713262665,Tomasz Wiśniewski,Adam Dąbrowski,7294.0
TX-009139,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-08T23:00:00+00:00,2356,PL846356413132809286390963,Mobile,MOB-IOS-2B11CEBF,44116.0,EUR,False,DE988686930383004840644447,Dirk van den Berg,Willem de Vries,9061.0
TX-009170,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-09T01:00:00+00:00,2359,PL110823754508487575276564,Web,WEB-CHROME-E25BDCF7,31026.0,EUR,False,DE258728842531594245981557,Tomasz Wiśniewski,Adam Dąbrowski,8589.0
TX-009295,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-09T09:00:00+00:00,2167,PL375105865679427127122569,Mobile,MOB-IOS-BBAC6CCB,27476.0,EUR,False,DE275467656323970283777451,Danielle Thomas,Danielle Thomas,430175.73
TX-009661,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-11T01:00:00+00:00,2362,PL077840978218355816400745,Web,WEB-FIREFOX-9EA55A9B,37930.0,EUR,False,DE223817177472154564597231,Pierre Dubois,Jean Martin,9839.0
TX-009878,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-12T00:00:00+00:00,2368,PL942964039499031086857833,ATM,ATM-C6F08C0F,38117.0,EUR,False,DE875369387923936092698724,Pierre Dubois,Jean Martin,7281.0
TX-010008,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-12T15:00:00+00:00,2367,PL710577678848151461975748,Mobile,MOB-ANDROID-170BCEEF,38220.0,EUR,False,DE457121625363858861523040,Carlos García,Miguel Fernández,7852.0
TX-010357,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-14T03:00:00+00:00,2156,PL305586862402115990762312,Web,WEB-FIREFOX-7A0EF77E,138724.54,EUR,False,DE279190480575238339287484,Dipl.-Ing. Geza Bolzmann,Dipl.-Ing. Geza Bolzmann,7346.0
TX-010401,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-14T05:00:00+00:00,2180,PL281687066782416923534202,Branch,BRANCH-TERM-71F7D3DE,27121.0,EUR,False,DE981241696232604271980692,pani Blanka Faruga,pani Blanka Faruga,12989.11
TX-010463,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-14T18:00:00+00:00,2174,PL328878235149538630860317,Phone,PHONE-IVR-EE63B07A,49947.0,EUR,False,DE599005679321764059633481,pan Gustaw Nytko,pan Gustaw Nytko,109399.38
TX-010864,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-16T16:00:00+00:00,2159,PL618942373849319107527160,Web,WEB-FIREFOX-FD86A714,44121.46,EUR,False,DE753783292988317977368790,Elizabeth Taylor-Jackson,Elizabeth Taylor-Jackson,6512.0
TX-010868,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-16T18:00:00+00:00,2177,PL066354270227735506922657,Mobile,MOB-IOS-7A9CA7DA,19056.0,EUR,False,DE039344083333508403373583,Ms Melanie Baker,Ms Melanie Baker,419064.87
TX-011013,R22,2,10,"Payment exceeds predefined limit amount of €15,000",20,2026-02-17T07:00:00+00:00,2158,PL183688566940784870734143,Mobile,MOB-ANDROID-43CE1B31,86596.1,EUR,False,DE624341656544381335151869,Renée Roche,Renée Roche,6148.0
TX-002040,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-15T06:10:00+00:00,2095,PL601398737206101760313976,Mobile,MOB-ANDROID-B78D78FD,14765.0,EUR,False,DE410854754260684348573859,Reece Howe,Reece Howe,280872.61
TX-002041,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-15T06:35:00+00:00,2095,PL601398737206101760313976,Mobile,MOB-IOS-2FD1EACB,14194.0,EUR,False,DE410854754260684348573859,Reece Howe,Reece Howe,69083.69
TX-002046,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-15T07:00:00+00:00,2095,PL601398737206101760313976,Mobile,MOB-ANDROID-BBBC6D20,14601.0,EUR,False,DE410854754260684348573859,Reece Howe,Reece Howe,422886.16
TX-002051,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-15T08:00:00+00:00,2095,PL601398737206101760313976,Mobile,MOB-IOS-196F117D,14300.0,EUR,False,DE410854754260684348573859,Reece Howe,Reece Howe,462060.39
TX-002110,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-15T14:00:00+00:00,2018,PL408612815720368501521173,Mobile,MOB-IOS-BEAABD22,2895.26,EUR,False,DE988936222518612298267528,Pierre Dubois,Jean Martin,223441.11
TX-002165,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-15T20:00:00+00:00,2191,PL172968797257435326732538,Mobile,MOB-ANDROID-CBA8FDFD,2070.06,EUR,False,DE051954802276886539583066,Olaf Skup,Olaf Skup,421036.31
TX-002166,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-15T20:00:00+00:00,2210,PL960009240867350992045747,Mobile,MOB-ANDROID-3FC065CA,3375.93,EUR,True,DE265380485103151072148944,Lucja Pawlak,Lucyna Pawlak,443449.44
TX-002236,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-15T23:19:38+00:00,1066,BE164228052873563316230989,Mobile,MOB-IOS-BE611B5C,2044.17,EUR,False,IT446279481370748727320998,Kordula Trapp MBA.,Kordula Trapp MBA.,204927.76
TX-002239,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-15T23:33:26+00:00,1033,IT711253396557868692624239,Mobile,MOB-ANDROID-98C0793F,2872.78,EUR,False,LU418852822182656892499597,Lissy Fechner,Lissy Fechner,76183.58
TX-002314,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-16T03:04:23+00:00,1030,FI146143564281342559296256,Mobile,MOB-IOS-4F3A35EC,2120.4,EUR,False,MT526162121998785357177390,Samira Hentschel,Samira Hentschel,81845.68
TX-002335,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-16T04:00:00+00:00,2262,PL705562969671612038793166,Mobile,MOB-ANDROID-F5BFCDB4,2317.77,EUR,True,DE205087028673823511813045,Thorsten Wagner-Schmiedecke,Thorsten Wagner-Schmiedecke,107902.6
TX-002370,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-16T06:10:00+00:00,2093,PL905025509965494261127857,Mobile,MOB-IOS-1FACFA67,14510.0,EUR,False,DE865150430480568212632775,Diane Brooks,Diane Brooks,296221.49
TX-002389,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-16T08:00:00+00:00,2093,PL905025509965494261127857,Mobile,MOB-IOS-5FCEC7B4,13883.0,EUR,False,DE865150430480568212632775,Diane Brooks,Diane Brooks,349450.38
TX-002403,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-16T09:00:00+00:00,2287,PL724666780608485795177671,Mobile,MOB-IOS-EBE06AD4,3609.3,EUR,True,SA521615287323922417957052,Maria Zielińska,Anna Nowak,279974.48
TX-002456,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-16T13:00:00+00:00,2315,PL693137346369979398368988,Mobile,MOB-IOS-507FA1F6,7360.85,EUR,False,DE380205409846148893064434,James Wilson,David Brown,3354.0
TX-002493,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-16T17:00:00+00:00,2262,PL705562969671612038793166,Mobile,MOB-IOS-7EC4CDEB,2543.5,EUR,True,DE842269792000339918764889,Miss Jean Rice,Miss Jean Rice,305709.17
TX-002504,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-16T17:41:00+00:00,2302,PL716239670219903034079291,Mobile,MOB-ANDROID-AED6E59E,14999.0,EUR,False,DE218914303757210492132466,pani Natasza Kik,pani Natasza Kik,235629.96
TX-002510,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-16T18:06:00+00:00,2302,PL716239670219903034079291,Mobile,MOB-IOS-A62CCEE3,14228.0,EUR,False,DE218914303757210492132466,pani Natasza Kik,pani Natasza Kik,128069.22
TX-002544,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-16T21:00:00+00:00,2136,PL347967761993857831030546,Mobile,MOB-IOS-9DEC3E64,3464.54,EUR,False,DE250843356592506444469122,Magda Kaminska,Magdalena Kaminska,288901.29
TX-002637,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-17T02:00:00+00:00,2281,PL273714320980239203612861,Mobile,MOB-IOS-0DFD4F3A,4461.42,EUR,True,TR155838844604077809982645,Sophie Laurent,Isabelle Moreau,411421.33
TX-002771,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-17T11:51:00+00:00,2300,PL966964446288415250408260,Mobile,MOB-ANDROID-2CBFBB2D,14928.0,EUR,False,DE355601594230019857620683,Madeleine Da Costa,Madeleine Da Costa,265204.24
TX-002780,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-17T12:00:00+00:00,2270,PL358340263719952015649278,Mobile,MOB-ANDROID-7FC5A2CC,2923.94,EUR,True,DE726773160521342045984427,Marc Richards-Bennett,Marc Richards-Bennett,12559.85
TX-002785,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-17T12:16:00+00:00,2300,PL966964446288415250408260,Mobile,MOB-ANDROID-0ECAE7B5,14344.0,EUR,False,DE355601594230019857620683,Madeleine Da Costa,Madeleine Da Costa,499239.04
TX-002798,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-17T13:06:00+00:00,2300,PL966964446288415250408260,Mobile,MOB-IOS-E527F364,14268.0,EUR,False,DE849766311659558744952529,Janina Herbut,Janina Herbut,341472.27
TX-002816,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-17T15:51:00+00:00,2309,PL972964936467365750011596,Mobile,MOB-IOS-EDCAFAFA,14763.0,EUR,False,DE728066252834015265134319,Klara Szpala,Klara Szpala,236649.99
TX-002826,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-17T16:00:00+00:00,2270,PL358340263719952015649278,Mobile,MOB-IOS-146F0EDF,2626.86,EUR,True,DE355116311326732017666050,Prof. Paula Weihmann,Prof. Paula Weihmann,50808.87
TX-002832,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-17T16:41:00+00:00,2309,PL972964936467365750011596,Mobile,MOB-IOS-CB38BFCE,14817.0,EUR,False,DE967894971780538585431454,Hugues Toussaint,Hugues Toussaint,196425.47
TX-002859,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-17T20:00:00+00:00,2247,PL941523603238376134367280,Mobile,MOB-ANDROID-D4C6CCA1,4167.94,EUR,False,DE435424890256317073570046,Anna Maria Drobik,Anna Maria Drobik,379257.14
TX-002901,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-17T22:00:00+00:00,2019,PL067118359787964852360977,Mobile,MOB-IOS-C3ACDB4C,3858.03,EUR,False,DE877822402842802035615880,Pierre Dubois,Jean Martin,68090.88
TX-002925,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-17T23:00:00+00:00,2011,PL966929930693321629416919,Mobile,MOB-IOS-43328DB8,3638.99,EUR,False,DE316795514524383826437918,Agnieszka Pawlak,Joanna Wojciechowska,335638.26
TX-003376,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-19T06:00:00+00:00,2010,PL403861639245494621765622,Mobile,MOB-IOS-20D15435,2911.99,EUR,False,DE177544131573051403623567,Michał Krawczyk,Stefan Grabowski,213935.54
TX-003429,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-19T12:00:00+00:00,2168,PL834234060751112581862001,Mobile,MOB-IOS-8CD9BAC8,25008.0,EUR,False,DE205250612459968655644451,Kamila Smektała,Kamila Smektała,149802.22
TX-003446,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-19T14:00:00+00:00,2081,PL745139992949457037354436,Mobile,MOB-ANDROID-8ADAC890,14739.0,EUR,False,DE338406851466110958394947,Charlene Lowe-Bell,Charlene Lowe-Bell,242057.24
TX-003447,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-19T14:25:00+00:00,2081,PL745139992949457037354436,Mobile,MOB-IOS-89F269EB,14458.0,EUR,False,DE338406851466110958394947,Charlene Lowe-Bell,Charlene Lowe-Bell,180971.9
TX-003496,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-19T19:47:44+00:00,1077,EE136360963794025555437553,Mobile,MOB-IOS-A20AFC3D,3212.87,EUR,False,CH594211268747532751020189,Jonathan Bresé,Jonathan Bresé,169924.55
TX-003784,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-20T14:00:00+00:00,2165,PL560738940194075154986197,Mobile,MOB-ANDROID-5E1EAA93,31936.0,EUR,False,DE830733706727542155803581,Rebecca Ebert MBA.,Rebecca Ebert MBA.,46263.66
TX-003862,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-20T21:10:00+00:00,2083,PL111570154775086587104345,Mobile,MOB-IOS-CCDBF017,14011.0,EUR,False,DE033489435292410399425324,Tamara Rose,Tamara Rose,159780.06
TX-003869,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-20T21:35:00+00:00,2083,PL111570154775086587104345,Mobile,MOB-ANDROID-CA0FCBBE,14343.0,EUR,False,DE717440959349171933626880,Miłosz Pyś,Miłosz Pyś,130795.09
TX-003877,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-20T22:00:00+00:00,2083,PL111570154775086587104345,Mobile,MOB-IOS-0EA4CDAE,13768.0,EUR,False,DE318703534445563141128428,Prof. Ignatz Zobel B.Sc.,Prof. Ignatz Zobel B.Sc.,92415.85
TX-003885,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-20T22:25:00+00:00,2083,PL111570154775086587104345,Mobile,MOB-ANDROID-2AC6635C,13674.0,EUR,False,DE318703534445563141128428,Prof. Ignatz Zobel B.Sc.,Prof. Ignatz Zobel B.Sc.,417689.28
TX-004062,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-21T09:00:00+00:00,2032,PL118393375106247433199839,Mobile,MOB-IOS-0FAE92DB,7204.77,EUR,False,TR405813977993956973591476,Terry Gregory,Terry Gregory,232309.05
TX-004142,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-21T18:00:00+00:00,2166,PL619036059007930044287649,Mobile,MOB-ANDROID-EE0EC88F,23879.0,EUR,False,DE474329590565977404683475,Emily Davies,Emily Davies,228693.84
TX-004150,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-21T19:00:00+00:00,2295,PL979333164348081423828271,Mobile,MOB-ANDROID-CF1B7B4C,3454.91,EUR,True,TR969975329369576393234203,Dirk van den Berg,Willem de Vries,353499.37
TX-004230,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-21T23:10:00+00:00,2098,PL033756061848261347444403,Mobile,MOB-IOS-C9EAF97B,14670.0,EUR,False,DE197858676777086449895115,Ing. Irma Koch II MBA.,Ing. Irma Koch II MBA.,60734.22
TX-004243,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-22T00:00:00+00:00,2098,PL033756061848261347444403,Mobile,MOB-IOS-480CEFDA,14813.0,EUR,False,DE197858676777086449895115,Ing. Irma Koch II MBA.,Ing. Irma Koch II MBA.,492513.9
TX-004254,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-22T00:51:00+00:00,2306,PL182810227092456866449938,Mobile,MOB-IOS-3F9602A8,14317.0,EUR,False,DE416272603750923439738004,Danielle Lopez,Danielle Lopez,430550.51
TX-004287,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-22T02:06:00+00:00,2306,PL182810227092456866449938,Mobile,MOB-ANDROID-00CC60E8,14102.0,EUR,False,DE416272603750923439738004,Danielle Lopez,Danielle Lopez,440840.09
TX-004428,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-22T12:00:00+00:00,2319,PL392372941203814522652648,Mobile,MOB-IOS-23EFF23D,4592.68,EUR,False,DE475854332015216466540153,Robert Mazur,Andrzej Lewandowski,4694.0
TX-004443,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-22T13:35:00+00:00,2094,PL083477282685480389769460,Mobile,MOB-ANDROID-13FC1A4D,14638.0,EUR,False,DE077890090227463720205896,pan Albert Kaczmar,pan Albert Kaczmar,362978.9
TX-004537,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-22T22:00:00+00:00,2342,PL410023294517110444237747,Mobile,MOB-IOS-ABADADAA,2298.25,EUR,True,RU096288650514338917377340,Zbigniew Wozniak,Zdzislaw Wozniak,150788.97
TX-004645,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-23T04:00:00+00:00,2353,PL658937533778534860888898,Mobile,MOB-IOS-AC3A968D,2112.67,EUR,True,DE045626461793355343527137,Aniela Tusk,Aniela Tusk,56130.86
TX-004739,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-23T11:10:00+00:00,2086,PL923587160579824119334735,Mobile,MOB-ANDROID-7A2BB094,14949.0,EUR,False,DE053070290835802637564305,Augustin Muller,Augustin Muller,131245.43
TX-004751,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-23T12:25:00+00:00,2086,PL923587160579824119334735,Mobile,MOB-ANDROID-09B59ED0,13583.0,EUR,False,DE305287623528434489033245,Claire Grondin,Claire Grondin,395274.16
TX-004753,R24,1,5,"Channel Mobile safe maximum value of €2,000 has been exceeded",5,2026-01-23T13:00:00+00:00,2001,PL066293361683957442029549,Mobile,MOB-ANDROID-A58FBEA9,2031.81,EUR,False,DE076932917599600480403035,Katarzyna Dąbrowska,Ewa Szymańska,93507.15
